,COMID,slope,ID,glow_lat,glow_lon,stationid,gage_lat,gage_lon,distance,COMID-mean,q50
4255,64036302,0.000595455589,R64036302XS2109096,-24.201720624124626,-47.61327937654586,Brazil_81530000,-24.2064,-47.6133,5975980.453464336,24.764215961142742,36.577023
4256,64036302,0.000595455589,R64036302XS2109097,-24.20046653373148,-47.6141666670702,Brazil_81530000,-24.2064,-47.6133,5975980.453464336,24.764215961142742,36.577023
4257,64038256,0.000763071645,R64038256XS2110085,-24.86833333349644,-52.75672810314668,Brazil_64771500,-24.8661,-52.7628,6523826.350482518,76.7479521666344,54.183678
4258,64038262,0.000220543109,R64038262XS2110410,-24.941603549550337,-52.59666666674366,Brazil_64767000,-24.9467,-52.5964,6511997.136250926,75.19333638827943,45.691994
4259,64038262,0.000220543109,R64038262XS2110411,-24.942138066119668,-52.5966666669369,Brazil_64767000,-24.9467,-52.5964,6511997.136250926,75.19333638827943,45.691994
4260,64038262,0.000220543109,R64038262XS2110412,-24.942672582715264,-52.59666666684728,Brazil_64767000,-24.9467,-52.5964,6511997.136250926,75.19333638827943,45.691994
4261,64038262,0.000220543109,R64038262XS2110413,-24.94320709933713,-52.59666666680802,Brazil_64767000,-24.9467,-52.5964,6511997.136250926,75.19333638827943,45.691994
4262,64038262,0.000220543109,R64038262XS2110414,-24.943741615985285,-52.5966666669415,Brazil_64767000,-24.9467,-52.5964,6511997.136250926,75.19333638827943,45.691994
4263,64038262,0.000220543109,R64038262XS2110415,-24.94424755833419,-52.59674755779842,Brazil_64767000,-24.9467,-52.5964,6511997.136250926,75.19333638827943,45.691994
4264,64038262,0.000220543109,R64038262XS2110416,-24.94464254794612,-52.59714254644874,Brazil_64767000,-24.9467,-52.5964,6511997.136250926,75.19333638827943,45.691994
4265,64038262,0.000220543109,R64038262XS2110417,-24.945050797249408,-52.59750000006292,Brazil_64767000,-24.9467,-52.5964,6511997.136250926,75.19333638827943,45.691994
4266,64038262,0.000220543109,R64038262XS2110418,-24.94558531516107,-52.5975000002299,Brazil_64767000,-24.9467,-52.5964,6511997.136250926,75.19333638827943,45.691994
4267,64038317,0.000467318151029,R64038317XS2111618,-24.949166667095795,-50.38685786441343,Brazil_64447000,-24.9469,-50.3906,6292009.147788438,38.94527582665307,81.14337
4268,64038317,0.000467318151029,R64038317XS2111619,-24.949784603114267,-50.38521539892628,Brazil_64447000,-24.9469,-50.3906,6292009.147788438,38.94527582665307,81.14337
4269,64038355,0.000904730785,R64038355XS2111831,-24.585464923857284,-48.59046492254187,Brazil_81350000,-24.5894,-48.5956,6094012.410132448,90.03643911590832,142.38202
4270,64038355,0.000904730785,R64038355XS2111832,-24.58634173160155,-48.59134173033279,Brazil_81350000,-24.5894,-48.5956,6094012.410132448,90.03643911590832,142.38202
4271,64038355,0.000904730785,R64038355XS2111833,-24.58721854522664,-48.59221854403354,Brazil_81350000,-24.5894,-48.5956,6094012.410132448,90.03643911590832,142.38202
4272,64038355,0.000904730785,R64038355XS2111834,-24.58809536473241,-48.593095363644096,Brazil_81350000,-24.5894,-48.5956,6094012.410132448,90.03643911590832,142.38202
4273,64038406,0.001206454211741,R64038406XS2112434,-24.824199094168907,-51.145800906221226,Brazil_64625000,-24.83,-51.1422,6360683.918566936,44.103074929603146,52.049885
4274,64038406,0.001206454211741,R64038406XS2112435,-24.825509740140905,-51.144490262337165,Brazil_64625000,-24.83,-51.1422,6360683.918566936,44.103074929603146,52.049885
4275,64038406,0.001206454211741,R64038406XS2112436,-24.82687477700329,-51.14333333356858,Brazil_64625000,-24.83,-51.1422,6360683.918566936,44.103074929603146,52.049885
4276,64042802,0.001514855503,R64042802XS2117097,-25.91451014211733,-52.84451014054508,Brazil_65955000,-25.915,-52.8494,6589638.321352289,40.236141655386206,32.23283
4277,64042802,0.001514855503,R64042802XS2117098,-25.9150000005356,-52.847767416972886,Brazil_65955000,-25.915,-52.8494,6589638.321352289,40.236141655386206,32.23283
4278,64043090,0.003919189694,R64043090XS2117344,-25.494703010081103,-52.21250000026164,Brazil_65855000,-25.4925,-52.21390000000001,6503605.866711615,45.528612405770254,21.372068
4279,64043090,0.003919189694,R64043090XS2117345,-25.49290533785201,-52.21292799807917,Brazil_65855000,-25.4925,-52.21390000000001,6503605.866711615,45.528612405770254,21.372068
4280,64044924,0.000638916253,R64044924XS2119132,-26.028325559422537,-52.63250777400752,Brazil_65927000,-26.0294,-52.6283,6574769.564303063,69.09698789054093,78.06692
4281,64044924,0.000638916253,R64044924XS2119133,-26.02833333385536,-52.63191985376478,Brazil_65927000,-26.0294,-52.6283,6574769.564303063,69.09698789054093,78.06692
4282,64044924,0.000638916253,R64044924XS2119134,-26.02833333392865,-52.63132811217466,Brazil_65927000,-26.0294,-52.6283,6574769.564303063,69.09698789054093,78.06692
4283,64044924,0.000638916253,R64044924XS2119135,-26.02839833543188,-52.63076833198803,Brazil_65927000,-26.0294,-52.6283,6574769.564303063,69.09698789054093,78.06692
4284,64044924,0.000638916253,R64044924XS2119136,-26.028795030165416,-52.63037163908915,Brazil_65927000,-26.0294,-52.6283,6574769.564303063,69.09698789054093,78.06692
4285,64044924,0.000638916253,R64044924XS2119137,-26.02919172326725,-52.62997494370486,Brazil_65927000,-26.0294,-52.6283,6574769.564303063,69.09698789054093,78.06692
4286,64044924,0.000638916253,R64044924XS2119138,-26.029588418652803,-52.62957825063206,Brazil_65927000,-26.0294,-52.6283,6574769.564303063,69.09698789054093,78.06692
4287,64044924,0.000638916253,R64044924XS2119139,-26.02998511212349,-52.62918155472693,Brazil_65927000,-26.0294,-52.6283,6574769.564303063,69.09698789054093,78.06692
4288,64044924,0.000638916253,R64044924XS2119140,-26.030514551564323,-52.62916666692557,Brazil_65927000,-26.0294,-52.6283,6574769.564303063,69.09698789054093,78.06692
4289,64044951,0.002775668892,R64044951XS2120128,-26.27335870327167,-52.296641297041965,Brazil_65925000,-26.2781,-52.2956,6555519.508858253,52.89319190828645,38.718475
4290,64044951,0.002775668892,R64044951XS2120129,-26.275158795373063,-52.29583333350783,Brazil_65925000,-26.2781,-52.2956,6555519.508858253,52.89319190828645,38.718475
4291,64045285,0.003381882457,R64045285XS2121472,-26.08975041750717,-51.873582918063065,Brazil_65775901,-26.0931,-51.8797,6503271.488073321,30.512113788044,34.855988
4292,64045285,0.003381882457,R64045285XS2121474,-26.09250000037954,-51.87349029845,Brazil_65775901,-26.0931,-51.8797,6503271.488073321,30.512113788044,34.855988
4293,64047249,0.005084900299,R64047249XS2123814,-26.655833333384187,-52.54418390469127,Brazil_73600600,-26.6561,-52.5433,6601556.377858831,78.29604427235847,65.147766
4294,64047249,0.005084900299,R64047249XS2123816,-26.656411264173947,-52.54108873809844,Brazil_73600600,-26.6561,-52.5433,6601556.377858831,78.29604427235847,65.147766
4295,64047249,0.005084900299,R64047249XS2123817,-26.65821422705765,-52.54083333346875,Brazil_73600600,-26.6561,-52.5433,6601556.377858831,78.29604427235847,65.147766
4296,64047249,0.005084900299,R64047249XS2123818,-26.65965129443113,-52.542151292801215,Brazil_73600600,-26.6561,-52.5433,6601556.377858831,78.29604427235847,65.147766
4297,64047464,0.008675665329,R64047464XS2124499,-26.561666667283795,-52.324531846728426,Brazil_73600000,-26.5597,-52.3267,6574285.981376316,56.03774302901024,44.235916
4298,64047464,0.008675665329,R64047464XS2124500,-26.56166666717404,-52.32356817570254,Brazil_73600000,-26.5597,-52.3267,6574285.981376316,56.03774302901024,44.235916
4299,64047464,0.008675665329,R64047464XS2124501,-26.561666666941623,-52.32260450711715,Brazil_73600000,-26.5597,-52.3267,6574285.981376316,56.03774302901024,44.235916
4300,64047464,0.008675665329,R64047464XS2124502,-26.56089404436773,-52.32250000007623,Brazil_73600000,-26.5597,-52.3267,6574285.981376316,56.03774302901024,44.235916
4301,64047464,0.008675665329,R64047464XS2124503,-26.560234106751416,-52.32190077207933,Brazil_73600000,-26.5597,-52.3267,6574285.981376316,56.03774302901024,44.235916
4302,64047464,0.008675665329,R64047464XS2124504,-26.559589740233672,-52.321256405243965,Brazil_73600000,-26.5597,-52.3267,6574285.981376316,56.03774302901024,44.235916
4303,64047505,0.00407633217,R64047505XS2125266,-26.892158878648395,-51.07617445736709,Brazil_72715000,-26.8958,-51.0756,6471062.268750742,28.03875615010735,16.154089
4304,64047505,0.00407633217,R64047505XS2125270,-26.89000000023072,-51.07408266201946,Brazil_72715000,-26.8958,-51.0756,6471062.268750742,28.03875615010735,16.154089
4305,64049137,0.003950459405,R64049137XS2126653,-27.100833333627456,-49.46010910244006,Brazil_83461000,-27.0969,-49.4658,6326691.487096864,89.75420520392781,122.99836
4306,64049137,0.003950459405,R64049137XS2126654,-27.100833333678555,-49.46070102779422,Brazil_83461000,-27.0969,-49.4658,6326691.487096864,89.75420520392781,122.99836
4307,64049137,0.003950459405,R64049137XS2126655,-27.10052681933852,-49.46113985000896,Brazil_83461000,-27.0969,-49.4658,6326691.487096864,89.75420520392781,122.99836
4308,64049137,0.003950459405,R64049137XS2126656,-27.100132070866184,-49.46153459733803,Brazil_83461000,-27.0969,-49.4658,6326691.487096864,89.75420520392781,122.99836
4309,64049137,0.003950459405,R64049137XS2126657,-27.09973732347695,-49.461929345678165,Brazil_83461000,-27.0969,-49.4658,6326691.487096864,89.75420520392781,122.99836
4310,64049137,0.003950459405,R64049137XS2126658,-27.09934257556362,-49.46232409302284,Brazil_83461000,-27.0969,-49.4658,6326691.487096864,89.75420520392781,122.99836
4311,64049137,0.003950459405,R64049137XS2126659,-27.09887298289318,-49.462500000327296,Brazil_83461000,-27.0969,-49.4658,6326691.487096864,89.75420520392781,122.99836
4312,64049137,0.003950459405,R64049137XS2126660,-27.09834322965637,-49.462500000016846,Brazil_83461000,-27.0969,-49.4658,6326691.487096864,89.75420520392781,122.99836
4313,64049137,0.003950459405,R64049137XS2126661,-27.09794596282805,-49.46288737337304,Brazil_83461000,-27.0969,-49.4658,6326691.487096864,89.75420520392781,122.99836
4314,64049176,0.000533079449,R64049176XS2126792,-27.27750000044648,-53.31852305565645,Brazil_74270000,-27.2786,-53.3203,6713724.000595877,60.63585633790522,96.00319
4315,64049176,0.000533079449,R64049176XS2126793,-27.276666666880857,-53.316744156285374,Brazil_74270000,-27.2786,-53.3203,6713724.000595877,60.63585633790522,96.00319
4316,64049241,0.001129272128,R64049241XS2127242,-27.443333333701343,-51.856811078722274,Brazil_72980000,-27.446100000000005,-51.8611,6580464.743190931,72.27130581648905,81.52737
4317,64049241,0.001129272128,R64049241XS2127243,-27.44556778854212,-51.85443221386614,Brazil_72980000,-27.446100000000005,-51.8611,6580464.743190931,72.27130581648905,81.52737
4318,64049258,0.001272423708,R64049258XS2127948,-27.15841754224742,-51.48083333344398,Brazil_72849000,-27.1594,-51.4811,6526759.663380705,51.84579087387949,59.645267
4319,64049258,0.001272423708,R64049258XS2127949,-27.15767663899789,-51.48083333353677,Brazil_72849000,-27.1594,-51.4811,6526759.663380705,51.84579087387949,59.645267
4320,64049258,0.001272423708,R64049258XS2127950,-27.157079439374066,-51.48125389673033,Brazil_72849000,-27.1594,-51.4811,6526759.663380705,51.84579087387949,59.645267
4321,64049258,0.001272423708,R64049258XS2127951,-27.15647957528788,-51.48166666687875,Brazil_72849000,-27.1594,-51.4811,6526759.663380705,51.84579087387949,59.645267
4322,64049258,0.001272423708,R64049258XS2127952,-27.15576277933613,-51.48173722152294,Brazil_72849000,-27.1594,-51.4811,6526759.663380705,51.84579087387949,59.645267
4323,64049258,0.001272423708,R64049258XS2127953,-27.15521056670493,-51.48228943538822,Brazil_72849000,-27.1594,-51.4811,6526759.663380705,51.84579087387949,59.645267
4324,64049307,0.002535310605,R64049307XS2128678,-27.09112135542677,-51.24887864708748,Brazil_72810000,-27.0881,-51.2581,6500148.533575535,41.54759254178542,35.102383
4325,64049307,0.002535310605,R64049307XS2128679,-27.09014276194413,-51.24985723963398,Brazil_72810000,-27.0881,-51.2581,6500148.533575535,41.54759254178542,35.102383
4326,64049307,0.002535310605,R64049307XS2128680,-27.08916666667811,-51.250837077728,Brazil_72810000,-27.0881,-51.2581,6500148.533575535,41.54759254178542,35.102383
4327,64049307,0.002535310605,R64049307XS2128681,-27.08916666712565,-51.25230439583644,Brazil_72810000,-27.0881,-51.2581,6500148.533575535,41.54759254178542,35.102383
4328,64049308,0.000121403413,R64049308XS2128771,-27.202901005524986,-49.6216666670204,Brazil_83300200,-27.2078,-49.6292,6348600.336088728,44.67659349953476,78.10173
4329,64049308,0.000121403413,R64049308XS2128772,-27.20352999769685,-49.62166666692216,Brazil_83300200,-27.2078,-49.6292,6348600.336088728,44.67659349953476,78.10173
4330,64049308,0.000121403413,R64049308XS2128773,-27.20415898997096,-49.62166666667961,Brazil_83300200,-27.2078,-49.6292,6348600.336088728,44.67659349953476,78.10173
4331,64049308,0.000121403413,R64049308XS2128774,-27.204629839192428,-49.6221298376062,Brazil_83300200,-27.2078,-49.6292,6348600.336088728,44.67659349953476,78.10173
4332,64049308,0.000121403413,R64049308XS2128775,-27.205098734998536,-49.62259873432744,Brazil_83300200,-27.2078,-49.6292,6348600.336088728,44.67659349953476,78.10173
4333,64049308,0.000121403413,R64049308XS2128776,-27.20556763319271,-49.62306763179721,Brazil_83300200,-27.2078,-49.6292,6348600.336088728,44.67659349953476,78.10173
4334,64049308,0.000121403413,R64049308XS2128777,-27.205833333933896,-49.623638191317376,Brazil_83300200,-27.2078,-49.6292,6348600.336088728,44.67659349953476,78.10173
4335,64049308,0.000121403413,R64049308XS2128778,-27.205949986677936,-49.62428331923768,Brazil_83300200,-27.2078,-49.6292,6348600.336088728,44.67659349953476,78.10173
4336,64051602,0.000685825558,R64051602XS2132257,-27.79829997380773,-53.05586669327924,Brazil_74210000,-27.7992,-53.0561,6719014.452932302,33.964310389533395,44.891613
4337,64051602,0.000685825558,R64051602XS2132258,-27.798699961965696,-53.05619996019704,Brazil_74210000,-27.7992,-53.0561,6719014.452932302,33.964310389533395,44.891613
4338,64051602,0.000685825558,R64051602XS2132259,-27.799099950029856,-53.05659994950119,Brazil_74210000,-27.7992,-53.0561,6719014.452932302,33.964310389533395,44.891613
4339,64051602,0.000685825558,R64051602XS2132260,-27.799612650742127,-53.05666666692779,Brazil_74210000,-27.7992,-53.0561,6719014.452932302,33.964310389533395,44.891613
4340,64051602,0.000685825558,R64051602XS2132261,-27.8001105339754,-53.05677719981618,Brazil_74210000,-27.7992,-53.0561,6719014.452932302,33.964310389533395,44.891613
4341,64051602,0.000685825558,R64051602XS2132262,-27.800510525887045,-53.05717719085009,Brazil_74210000,-27.7992,-53.0561,6719014.452932302,33.964310389533395,44.891613
4342,64051602,0.000685825558,R64051602XS2132263,-27.800910517977023,-53.0575771840404,Brazil_74210000,-27.7992,-53.0561,6719014.452932302,33.964310389533395,44.891613
4343,64051602,0.000685825558,R64051602XS2132264,-27.80131051211412,-53.05797717702384,Brazil_74210000,-27.7992,-53.0561,6719014.452932302,33.964310389533395,44.891613
4344,64051709,0.000166908126,R64051709XS2132803,-27.873386316512786,-51.74916666673742,Brazil_72430000,-27.8786,-51.7547,6596019.098138604,24.928316425328283,27.310411
4345,64051709,0.000166908126,R64051709XS2132804,-27.874912638384565,-51.74991263772815,Brazil_72430000,-27.8786,-51.7547,6596019.098138604,24.928316425328283,27.310411
4346,64053912,0.000444252275,R64053912XS2135021,-28.21070734558773,-50.75762598923147,Brazil_70700000,-28.210799999999995,-50.7586,6520940.696287888,94.717707686528,164.35104
4347,64053912,0.000444252275,R64053912XS2135022,-28.21178314709327,-50.757500000155645,Brazil_70700000,-28.210799999999995,-50.7586,6520940.696287888,94.717707686528,164.35104
4348,64053912,0.000444252275,R64053912XS2135023,-28.21280037398061,-50.75719962868879,Brazil_70700000,-28.210799999999995,-50.7586,6520940.696287888,94.717707686528,164.35104
4349,64053912,0.000444252275,R64053912XS2135024,-28.21373946898237,-50.75666666699011,Brazil_70700000,-28.210799999999995,-50.7586,6520940.696287888,94.717707686528,164.35104
4350,64053986,0.000173545287,R64053986XS2135242,-28.176666666994727,-54.73762473971231,Brazil_75320000,-28.1814,-54.7383,6906154.813303202,162.98650858548706,170.50186
4351,64053986,0.000173545287,R64053986XS2135243,-28.177371571682976,-54.7359617630448,Brazil_75320000,-28.1814,-54.7383,6906154.813303202,162.98650858548706,170.50186
4352,64053986,0.000173545287,R64053986XS2135244,-28.1783688364564,-54.73496449731322,Brazil_75320000,-28.1814,-54.7383,6906154.813303202,162.98650858548706,170.50186
4353,64056228,0.004173893559,R64056228XS2136399,-28.86846707120128,-51.44666666683113,Brazil_86440000,-28.8675,-51.4456,6628717.604769535,70.47214827696953,71.53846
4354,64056228,0.004173893559,R64056228XS2136400,-28.86669452564022,-51.446666666706136,Brazil_86440000,-28.8675,-51.4456,6628717.604769535,70.47214827696953,71.53846
4355,64056234,0.003311661109,R64056234XS2136686,-28.74270595273454,-51.4233333335609,Brazil_86410000,-28.7392,-51.425,6618504.574858522,32.42832654425618,55.15223
4356,64056234,0.003311661109,R64056234XS2136687,-28.74121546744256,-51.42333333363699,Brazil_86410000,-28.7392,-51.425,6618504.574858522,32.42832654425618,55.15223
4357,64056234,0.003311661109,R64056234XS2136688,-28.740001835444424,-51.424164831247786,Brazil_86410000,-28.7392,-51.425,6618504.574858522,32.42832654425618,55.15223
4358,64056350,0.001236929475,R64056350XS2137395,-28.93551911124856,-51.19000000029308,Brazil_86298000,-28.9414,-51.1892,6608491.383622865,52.73931815926076,176.46176
4359,64056350,0.001236929475,R64056350XS2137396,-28.93693079031102,-51.19056921222402,Brazil_86298000,-28.9414,-51.1892,6608491.383622865,52.73931815926076,176.46176
4360,64056350,0.001236929475,R64056350XS2137397,-28.938517767720192,-51.19000000021502,Brazil_86298000,-28.9414,-51.1892,6608491.383622865,52.73931815926076,176.46176
4361,64058579,0.001452056364,R64058579XS2138298,-29.030527398696368,-51.52083333361506,Brazil_86460000,-29.0333,-51.51669999999999,6646034.417111485,78.83110355199878,272.08923
4362,64058579,0.001452056364,R64058579XS2138299,-29.029061005619567,-51.51989433813726,Brazil_86460000,-29.0333,-51.51669999999999,6646034.417111485,78.83110355199878,272.08923
4363,64058584,0.004354002297,R64058584XS2138372,-28.972948439491777,-51.45288489674036,Brazil_86447000,-28.9714,-51.4611,6636145.324083081,37.936522945055216,73.280495
4364,64058584,0.004354002297,R64058584XS2138373,-28.972500000038806,-51.454987682285946,Brazil_86447000,-28.9714,-51.4611,6636145.324083081,37.936522945055216,73.280495
4365,64058584,0.004354002297,R64058584XS2138374,-28.97166666719303,-51.45689250814328,Brazil_86447000,-28.9714,-51.4611,6636145.324083081,37.936522945055216,73.280495
4366,64060730,8.7834822e-05,R64060730XS2139862,-29.83954400932508,-57.67416666680565,GRDC_3269300,-29.8396,-57.6729,7293949.691364482,78.68357471239835,46.960087
4367,64060730,8.7834822e-05,R64060730XS2139863,-29.83840306879467,-57.67493026535349,GRDC_3269300,-29.8396,-57.6729,7293949.691364482,78.68357471239835,46.960087
4368,64060730,8.7834822e-05,R64060730XS2139864,-29.837500000515043,-57.67605391034201,GRDC_3269300,-29.8396,-57.6729,7293949.691364482,78.68357471239835,46.960087
4369,64062853,0.000268167799,R64062853XS2141267,-30.236387510637307,-54.91694582521779,Brazil_76310000,-30.2428,-54.9169,7050468.804491155,124.47854994506534,110.36996
4370,64062853,0.000268167799,R64062853XS2141268,-30.237746936319056,-54.91666666684433,Brazil_76310000,-30.2428,-54.9169,7050468.804491155,124.47854994506534,110.36996
4371,64062853,0.000268167799,R64062853XS2141269,-30.23919691203144,-54.91666666669648,Brazil_76310000,-30.2428,-54.9169,7050468.804491155,124.47854994506534,110.36996
4372,64063014,0.000276945855,R64063014XS2141654,-30.257500000468777,-57.313144098072655,Brazil_77585000,-30.2542,-57.3164,7284072.7706886465,71.66629509093428,97.53938
4373,64063014,0.000276945855,R64063014XS2141655,-30.25750000000572,-57.31166845035012,Brazil_77585000,-30.2542,-57.3164,7284072.7706886465,71.66629509093428,97.53938
4374,64063014,0.000276945855,R64063014XS2141656,-30.25846619854206,-57.31070046957693,Brazil_77585000,-30.2542,-57.3164,7284072.7706886465,71.66629509093428,97.53938
4375,64063079,0.0005199419449,R64063079XS2143570,-30.386114737979863,-56.46055193115824,Brazil_77500000,-30.3844,-56.4656,7209264.256162066,38.238647901502034,38.52142
4376,64063079,0.0005199419449,R64063079XS2143571,-30.386589594746425,-56.46007707284777,Brazil_77500000,-30.3844,-56.4656,7209264.256162066,38.238647901502034,38.52142
4377,64063079,0.0005199419449,R64063079XS2143572,-30.38706445361254,-56.45960221581117,Brazil_77500000,-30.3844,-56.4656,7209264.256162066,38.238647901502034,38.52142
4378,64063079,0.0005199419449,R64063079XS2143573,-30.38753931137573,-56.45912735578766,Brazil_77500000,-30.3844,-56.4656,7209264.256162066,38.238647901502034,38.52142
4379,64063079,0.0005199419449,R64063079XS2143574,-30.38801417166828,-56.45865249760989,Brazil_77500000,-30.3844,-56.4656,7209264.256162066,38.238647901502034,38.52142
4380,64063079,0.0005199419449,R64063079XS2143575,-30.38848903130528,-56.45817763704043,Brazil_77500000,-30.3844,-56.4656,7209264.256162066,38.238647901502034,38.52142
4381,64063079,0.0005199419449,R64063079XS2143576,-30.388963892147064,-56.45770277655443,Brazil_77500000,-30.3844,-56.4656,7209264.256162066,38.238647901502034,38.52142
4382,64065038,0.00037017243,R64065038XS2145018,-30.978491048688344,-53.04400895314604,Brazil_87670000,-30.9733,-53.0461,6919797.681193493,50.78777241658005,77.224625
4383,64065038,0.00037017243,R64065038XS2145019,-30.97740112687616,-53.04509887437397,Brazil_87670000,-30.9733,-53.0461,6919797.681193493,50.78777241658005,77.224625
4384,64065038,0.00037017243,R64065038XS2145020,-30.976311208813566,-53.04618879411045,Brazil_87670000,-30.9733,-53.0461,6919797.681193493,50.78777241658005,77.224625
4385,64065038,0.00037017243,R64065038XS2145021,-30.97522129257274,-53.047278709758615,Brazil_87670000,-30.9733,-53.0461,6919797.681193493,50.78777241658005,77.224625
4386,64065171,0.000272467782,R64065171XS2145505,-30.95743060093807,-53.48340273330031,Brazil_87590000,-30.9597,-53.4903,6960147.882357717,28.20633911550411,39.952724
4387,64065171,0.000272467782,R64065171XS2145506,-30.95686705782335,-53.48603372296351,Brazil_87590000,-30.9597,-53.4903,6960147.882357717,28.20633911550411,39.952724
4388,64070586,2.3013434e-05,R64070586XS2147476,-32.45333333382027,-55.21481267918718,GRDC_3469400,-32.4521,-55.2187,7225987.799420366,68.20809548839212,62.64834
4389,64070586,2.3013434e-05,R64070586XS2147477,-32.45405068871033,-55.21321735427934,GRDC_3469400,-32.4521,-55.2187,7225987.799420366,68.20809548839212,62.64834
4390,64070586,2.3013434e-05,R64070586XS2147478,-32.453983069621096,-55.21185026577054,GRDC_3469400,-32.4521,-55.2187,7225987.799420366,68.20809548839212,62.64834
4391,64070682,0.000684976957,R64070682XS2148721,-32.3875000003947,-53.63235900305056,Brazil_88220000,-32.3856,-53.6378,7072366.271127683,51.181652008752856,32.71422
4392,64070682,0.000684976957,R64070682XS2148722,-32.38666666709442,-53.63401042245469,Brazil_88220000,-32.3856,-53.6378,7072366.271127683,51.181652008752856,32.71422
4393,64070682,0.000684976957,R64070682XS2148723,-32.38666666729666,-53.636116530722326,Brazil_88220000,-32.3856,-53.6378,7072366.271127683,51.181652008752856,32.71422
4394,65002971,0.017169253339,R65002971XS2155050,-32.86441046410703,-69.76583333318585,GRDC_3275200,-32.8687,-69.7646,8669931.838808712,27.36348606924127,11.465791
4395,65002971,0.017169253339,R65002971XS2155051,-32.86494902947324,-69.76583333329242,GRDC_3275200,-32.8687,-69.7646,8669931.838808712,27.36348606924127,11.465791
4396,65002971,0.017169253339,R65002971XS2155052,-32.86548759482566,-69.76583333316036,GRDC_3275200,-32.8687,-69.7646,8669931.838808712,27.36348606924127,11.465791
4397,65002971,0.017169253339,R65002971XS2155053,-32.86598069627125,-69.76568597177416,GRDC_3275200,-32.8687,-69.7646,8669931.838808712,27.36348606924127,11.465791
4398,65002971,0.017169253339,R65002971XS2155054,-32.866392280355406,-69.76527438840313,GRDC_3275200,-32.8687,-69.7646,8669931.838808712,27.36348606924127,11.465791
4399,65002971,0.017169253339,R65002971XS2155055,-32.866846192044065,-69.76499999987956,GRDC_3275200,-32.8687,-69.7646,8669931.838808712,27.36348606924127,11.465791
4400,65002971,0.017169253339,R65002971XS2155056,-32.8673847580039,-69.76499999991509,GRDC_3275200,-32.8687,-69.7646,8669931.838808712,27.36348606924127,11.465791
4401,65002971,0.017169253339,R65002971XS2155057,-32.86750000067168,-69.76449838439557,GRDC_3275200,-32.8687,-69.7646,8669931.838808712,27.36348606924127,11.465791
4402,65005492,0.005059708978,R65005492XS2158705,-34.66833333399087,-69.31529576248185,GRDC_3275280,-34.6729,-69.3229,8735123.434339527,35.84731443026642,13.156396
4403,65005492,0.005059708978,R65005492XS2158706,-34.66833333367404,-69.31594795526787,GRDC_3275280,-34.6729,-69.3229,8735123.434339527,35.84731443026642,13.156396
4404,65005492,0.005059708978,R65005492XS2158707,-34.668333333544275,-69.31660014749775,GRDC_3275280,-34.6729,-69.3229,8735123.434339527,35.84731443026642,13.156396
4405,65005492,0.005059708978,R65005492XS2158708,-34.668706371410835,-69.31703970167128,GRDC_3275280,-34.6729,-69.3229,8735123.434339527,35.84731443026642,13.156396
4406,65005492,0.005059708978,R65005492XS2158709,-34.66912177637744,-69.31745510907736,GRDC_3275280,-34.6729,-69.3229,8735123.434339527,35.84731443026642,13.156396
4407,65005492,0.005059708978,R65005492XS2158710,-34.66953718393782,-69.3178705142022,GRDC_3275280,-34.6729,-69.3229,8735123.434339527,35.84731443026642,13.156396
4408,65005492,0.005059708978,R65005492XS2158711,-34.66995259015172,-69.31828592281822,GRDC_3275280,-34.6729,-69.3229,8735123.434339527,35.84731443026642,13.156396
4409,65005492,0.005059708978,R65005492XS2158712,-34.67000000061065,-69.3189111012961,GRDC_3275280,-34.6729,-69.3229,8735123.434339527,35.84731443026642,13.156396
4410,65007954,0.003504800942,R65007954XS2164303,-35.872500000628015,-69.87442792970174,GRDC_3275450,-35.8729,-69.8812,8867476.770198278,66.6258078047198,18.095943
4411,65007954,0.003504800942,R65007954XS2164304,-35.872500000648614,-69.8761112579393,GRDC_3275450,-35.8729,-69.8812,8867476.770198278,66.6258078047198,18.095943
4412,65007954,0.003504800942,R65007954XS2164305,-35.87321199952367,-69.8773786645796,GRDC_3275450,-35.8729,-69.8812,8867476.770198278,66.6258078047198,18.095943
4413,65012087,0.002784171515,R65012087XS2169808,-37.09129045092559,-69.72454288513569,GRDC_3275700,-37.0896,-69.7229,8934695.843847616,70.0556242913593,29.192633
4414,65012087,0.002784171515,R65012087XS2169809,-37.09003741262946,-69.72499999996964,GRDC_3275700,-37.0896,-69.7229,8934695.843847616,70.0556242913593,29.192633
4415,65012087,0.002784171515,R65012087XS2169810,-37.08865578335303,-69.72499999983206,GRDC_3275700,-37.0896,-69.7229,8934695.843847616,70.0556242913593,29.192633
4416,66012014,0.005423577491,R66012014XS2183972,-29.89666666716468,-71.24729371448744,Chile_04335001,-29.8931,-71.2514,8656207.020572044,60.171503932799,26.390667
4417,66012014,0.005423577491,R66012014XS2183973,-29.89750000041441,-71.24567354090797,Chile_04335001,-29.8931,-71.2514,8656207.020572044,60.171503932799,26.390667
4418,66012014,0.005423577491,R66012014XS2183974,-29.897500000601497,-71.24361815391129,Chile_04335001,-29.8931,-71.2514,8656207.020572044,60.171503932799,26.390667
4419,66012020,0.008898524723,R66012020XS2184216,-29.985000000617656,-70.89803180749192,Chile_04323001,-29.9811,-70.8981,8625216.151499873,39.80859572253994,25.159086
